yourlist:M20201204A94466D2655679D1FD8953E075198DA81C4780X	Entry
MMP1	Q96DZ4
MMP3	A0A0U3J4I2
MMP3	A5GZ70
MMP3	E9PKX2
MMP3	H7C139
MMP3	P08254
MMP9	P14780
MPO	J3QSF7
MPO	P05164
MPO	Q16771
MS4A4A	A0A384MDW1
MS4A4A	A0A3B3ITV6
MS4A4A	F8W866
MS4A4A	H0YE49
MS4A4A	Q96JQ5
MS4A4E	A0A0A0MS95
MS4A4E	A0A1W2PRK6
MS4A4E	A0A494C1L8
MS4A4E	E9PKS5
MS4A4E	H0YEM0
MS4A4E	Q96PG1
MS4A6A	A0A024R516
MS4A6A	A0A024R554
MS4A6A	E9PJ78
MS4A6A	E9PL03
MS4A6A	E9PMN8
MS4A6A	E9PNG6
MS4A6A	E9PSA9
MS4A6A	G5EA21
MS4A6A	H0YEM2
MS4A6A	Q32NC2
MS4A6A	Q9H2W1
MT-ATP6	P00846
MT-ATP8	P03928
MT-CO2	P00403
MT-CO3	P00414
MT-CYB	P00156
MTHFD1	A0A024R652
MTHFD1	A0A384N5Y3
MTHFD1	A0A494C1T2
MTHFD1	F5H2F4
MTHFD1	P11586
MTHFD1	V9GY75
MTHFD1	V9GYY3
MTHFD1	V9GZ32
MTHFD1	V9GZ78
MTHFD1L	A0A087WVM4
MTHFD1L	B7ZM99
MTHFD1L	H0Y327
MTHFD1L	Q4VXM0
MTHFD1L	Q4VXM1
MTHFD1L	Q4VXV2
MTHFD1L	Q5JYA3
MTHFD1L	Q5JYA8
MTHFD1L	Q6UB35
MTHFR	A0A1B0GXD9
MTHFR	A0A1C9J7R9
MTHFR	A0A1W5XGE6
MTHFR	A0A286YF17
MTHFR	A0A286YF47
MTHFR	A0A286YFD0
MTHFR	A0A482KE01
MTHFR	A0A482KFZ6
MTHFR	A0A4P8L6T5
MTHFR	A0MPA5
MTHFR	F8W9T8
MTHFR	L7P8G6
MTHFR	P42898
MTHFR	Q4FE54
MTHFR	Q5SNW5
MTHFR	Q5SNW7
MTHFR	Q9NY62
MTHFR	Q9NY63
MT-ND1	P03886
MT-ND2	P03891
MT-ND3	P03897
MT-ND4	P03905
MT-ND4L	P03901
MTND5	A0A1X7RBK8
MTND5	A1Z4K5
MTND5	A6YVZ7
MTND5	A6YZ48
MTND5	A6ZFN6
MTND5	D7PAQ6
MTND5	P03915
MTND5	Q6VI79
MTND5	Q6VIF3
MTND5	Q7GWT3
MTND5	Q7GXT4
MTND5	Q7YCE2
MTND5	Q85KU7
MTND5	Q85KW1
MTND5	Q8HG24
MTND5	Q9B1R0
MTND5	Q9B2V3
MTND5	Q9B2Y4
MTND5	U5ZC31
MT-ND6	P03923
MTP18	A0A024R1E4
MTP18	Q9UDX5
MTR	A0A494C064
MTR	A0A494C1A2
MTR	A0A6Q8PGK3
MTR	B1ANE3
MTR	B7ZLW8
MTR	Q99707
MT-RNR1	A0A0C5B5G6
MT-RNR2	Q8IVG9
MYH13	Q9UKX3
MYH8	P13535
MYST4	A7E2B6
MYST4	B2RWN8
MYST4	Q8WYB5
NAT1	F5H5R8
NAT1	P18440
NAT1	P23975
NAT1	Q400I9
NAT1	Q400J6
NAT1	Q5C8V2
NAT1	Q6U7I7
NAT1	Q8IZM9
NAT1	Q99624
NAT1	Q9HAQ5
NAT2	A0A0S2A4Q6
NAT2	A0A0S2A5J2
NAT2	A0A0S2A5S1
NAT2	A0A0S2A5X5
NAT2	A4Z6T7
NAT2	A4Z6T8
NAT2	A4Z6T9
NAT2	A4Z6U4
NAT2	A4Z6U6
NAT2	A4Z6U7
NAT2	A4Z6U9
NAT2	A4Z6V9
NAT2	A4Z6Y1
NAT2	A4Z6Y3
NAT2	A4Z6Y5
NAT2	A4Z737
NAT2	A4Z787
NAT2	A4Z7F6
NAT2	A4Z7H3
NAT2	A4Z7J7
NAT2	A4Z7K4
NAT2	A4Z7P9
NAT2	A4Z7V0
NAT2	A4Z867
NAT2	A9X7Q9
NAT2	A9X7U6
NAT2	A9X7X6
NAT2	A9X816
NAT2	A9X844
NAT2	A9X854
NAT2	A9X868
NAT2	E7EWF9
NAT2	P11245
NAT2	Q400I5
NAT2	Q400I7
NAT2	Q6N069
NAT2	Q9H2H9
NCAM2	D3DSC5
NCAM2	H9KV31
NCAM2	L0R512
NCAM2	O15394
NCAPD2	A0PJ76
NCAPD2	E7EN77
NCAPD2	F5GZK7
NCAPD2	F5H431
NCAPD2	Q15021
NCOA2	A0A0B6XJZ8
NCOA2	A0A1D5RMT0
NCOA2	E5RFN9
NCOA2	E7EWM1
NCOA2	H0YBB6
NCOA2	Q15596
NCOA2	Q569J4
NCSTN	A0A2R8YCK1
NCSTN	A0A2R8YE20
NCSTN	A0A2U3TZL9
NCSTN	H0Y3Z4
NCSTN	H0Y6T7
NCSTN	Q5T205
NCSTN	Q5T209
NCSTN	Q5T210
NCSTN	Q5T211
NCSTN	Q92542
NDST2	H7C032
NDST2	P52849
NDUFA3	A8MUI2
NDUFA3	A8MVM8
NDUFA3	A8MYJ8
NDUFA3	F2Z2C6
NDUFA3	H7C0D7
NDUFA3	H7C2R1
NDUFA3	O95167
NDUFA3	Q6FGG4
NDUFA3	S4R3I5
NDUFA3	S4R3T6
NDUFA6	A0A2Y9D025
NDUFA6	P56556
NDUFA6	R4GN43
NDUFA8	P51970
NDUFB7	M0R3B8
NDUFB7	P17568
NDUFB8	E9PIZ8
NDUFB8	O95169
NDUFS1	B4DJ81
NDUFS1	C9JPQ5
NDUFS1	E5KRK5
NDUFS1	F8WDL5
NDUFS1	P28331
NDUFS1	Q9P1A0
NDUFS4	A0A0S2Z433
NDUFS4	D6R916
NDUFS4	D6REP1
NDUFS4	D6RI09
NDUFS4	H0Y9M8
NDUFS4	O43181
NDUFS7	A0A087WTI3
NDUFS7	A0A087WXF6
NDUFS7	F5GXJ1
NDUFS7	F5H5N1
NDUFS7	F5H736
NDUFS7	K7ENU3
NDUFS7	O75251
NEDD9	A0A024QZV9
NEDD9	A0A087WUD2
NEDD9	D6RBQ2
NEDD9	D6RDV1
NEDD9	D6REP7
NEDD9	D6RGD7
NEDD9	Q14511
NEURL	L8EA77
NEURL	O76050
NEUROD1	A0A0S2Z493
NEUROD1	A0A0S2Z4S1
NEUROD1	E0X9P1
NEUROD1	Q13562
NEUROG3	E0X9P2
NEUROG3	Q9Y4Z2
NFKBIA	G3V286
NFKBIA	G3V2A2
NFKBIA	G3V3I4
NFKBIA	G3V3K1
NFKBIA	P25963
NGB	A0M8W9
NGB	Q9NPG2
NGF	A0A346FYQ1
NGF	P01138
NGFR	P08138
NOS1	A0PJJ7
NOS1	B3VK56
NOS1	C9J5P6
NOS1	L8E6X1
NOS1	P29475
NOS1	Q8WY41
NOS2A	P35228
NOS3	A0A090N8H8
NOS3	E7ESA7
NOS3	H7C4V4
NOS3	O14937
NOS3	P29474
NOS3	P60323
NOTCH4	A0A140T8Y6
NOTCH4	A0A140T9R5
NOTCH4	A0A1U9X986
NOTCH4	A0A1U9X989
NOTCH4	Q6P3V5
NOTCH4	Q99466
NP	A0A2H4GDA8
NP	A0A2H4GDB3
NP	A0A2H4GDB8
NP	A0A2H4GDB9
NP	A0A2H4GDC0
NP	A0A2H4GDC1
NP	A0A2H4GDC2
NP	A0A2H4GDC4
NP	A0A2I2MQ02
NP	P00491
NPC1	A0A0A8JCD0
NPC1	A0A0S2A5C8
NPC1	A0A193DRS0
NPC1	K7EIH7
NPC1	K7ENZ0
NPC1	K7EQ23
NPC1	K7ERM4
NPC1	K7ERW2
NPC1	O15118
NPC2	A0A024R6C0
NPC2	E7EMS2
NPC2	G3V2V8
NPC2	G3V3D1
NPC2	G3V3E8
NPC2	H0YIZ1
NPC2	H0YJE2
NPC2	J3KMY5
NPC2	P61916
NPY	A4D158
NPY	P01303
NQO1	B4DLR8
NQO1	H3BNV2
NQO1	H3BRK3
NQO1	L8E9G5
NQO1	L8EC59
NQO1	P15559
NQO1	Q3B792
NR1H2	B6ZGS7
NR1H2	F1D8P7
NR1H2	M0QYE6
NR1H2	M0QZF5
NR1H2	M0R0K3
NR1H2	M0R1V8
NR1H2	M0R229
NR1H2	M0R2F9
NR1H2	M0R3A7
NR1H2	P55055
NR1H2	Q6IBU6
NR3C1	A0A411AGV5
NR3C1	A0A411AGV9
NR3C1	A0A411AGW6
NR3C1	A0A494C0P1
NR3C1	A0A5B9RIM3
NR3C1	B6ZGU6
NR3C1	D6RDA9
NR3C1	E5KQF5
NR3C1	E5KQF6
NR3C1	F1D8N4
NR3C1	F5ATB8
NR3C1	H6V744
NR3C1	H6V745
NR3C1	L8E9L6
NR3C1	P04150
NR3C1	Q3MSN1
NR3C1	Q3MSN4
NRG1	A0A024QY88
NRG1	A0A087X0X9
NRG1	A0A494BZT4
NRG1	A0A494C043
NRG1	A0A494C054
NRG1	A0A494C0K4
NRG1	A0A494C0L9
NRG1	A0A494C0Q4
NRG1	A0A494C0T5
NRG1	A0A494C114
NRG1	A0A494C1B5
NRG1	A0A494C1F5
NRG1	A0A494C1F8
NRG1	A0A494C1G2
NRG1	A0A5F9ZHA5
NRG1	A5YAK6
NRG1	A5YAK7
NRG1	A5YAK8
NRG1	A6MW54
NRG1	A6MW55
NRG1	A6MW56
NRG1	B0FWZ3
NRG1	B0FYA7
NRG1	B0FYA8
NRG1	B0FYA9
NRG1	B5BU95
NRG1	B7Z168
NRG1	B9EK51
NRG1	E3SFM9
NRG1	E3SFN0
NRG1	E5RHP6
NRG1	E5RHQ1
NRG1	E5RIG8
NRG1	F6RJN6
NRG1	H0YBA3
NRG1	H0YCP0
NRG1	H0YDC2
NRG1	Q02297
NRG1	Q6ICV5
NRG1	Q6PK61
NRG1	Q7RTV8
NRG1	Q7RTW3
NRG1	Q7RTW4
NRG1	Q7RTW5
NRG1	Q86WJ0
NRG1	Q96IB3
NTRK1	A0A6Q8PF65
NTRK1	A0A6Q8PGU5
NTRK1	A0A6Q8PHG5
NTRK1	E9PQG0
NTRK1	J3KP20
NTRK1	P04629
NTRK1	X5D991
NTRK1	X5DR71
NTRK2	A0A024R230
NTRK2	Q16620
NTRK2	Q548C2
NTRK2	Q5VWE5
NTRK2	Q8WXJ4
NTRK2	Q8WXJ8
NUDT1	A0A024R819
NUDT1	A0A024R858
NUDT1	C9J361
NUDT1	P36639
NUMB	A0A024R681
NUMB	A0A024R684
NUMB	A0A024R6C4
NUMB	A0A024R6F4
NUMB	G3V3M5
NUMB	G3V3R1
NUMB	G3V3Z8
NUMB	G3V433
NUMB	G3V4S6
NUMB	P49757
NXPH1	C9JE46
NXPH1	C9JPD0
NXPH1	P58417
NXPH1	Q3LID8
NXPH1	R4GMM9
OAT	P04181
OGG1	E5KPM5
OGG1	E5KPM6
OGG1	E5KPM7
OGG1	E5KPM8
OGG1	E5KPM9
OGG1	E5KPN0
OGG1	E5KPN1
OGG1	F8WCZ9
OGG1	H7BXZ1
OGG1	H7BZM3
OGG1	H7C0A1
OGG1	H7C1D7
OGG1	H7C1V7
OGG1	O15527
OGG1	Q9HCR6
OGG1	Q9HCR7
OLIG2	C9J444
OLIG2	Q13516
OLR1	A0A024RAU0
OLR1	B7ZAN8
OLR1	F5GZH1
OLR1	F5H001
OLR1	F5H0N6
OLR1	F5H3G7
OLR1	F5H7N8
OLR1	J3QTI8
OLR1	P78380
OPRS1	Q99720
OPTN	A0A087WY28
OPTN	A0A087X2G2
OPTN	A0A0S2Z500
OPTN	A0A0S2Z5I6
OPTN	H7C1H4
OPTN	Q96CV9
OPTN	X6RKL2
OTC	A0A2R8Y829
OTC	P00480
PARP1	A0A024R3T8
PARP1	P09874
PARP1	Q05D33
PARP1	Q5VX84
PARP1	Q5VX85
PARP1	Q6PJL0
PAX4	A0A0A0MRB6
PAX4	A0A1W2PPX4
PAX4	A4D0Z1
PAX4	J3KPG0
PAX4	O43316
PAX4	Q3KNR4
PAX4	Q3KNR5
PCDH11X	Q9BZA7
PCGF5	Q86SE9
PCK1	P35558
PCK2	A0A0S2Z430
PCK2	A0A0S2Z451
PCK2	A0A0S2Z4C0
PCK2	A0A384MTT2
PCK2	H0YKC4
PCK2	H0YM31
PCK2	H0YMA5
PCK2	H0YML5
PCK2	H0YMU6
PCK2	H0YMY3
PCK2	H0YNG4
PCK2	H0YNH9
PCK2	Q16822
PCK2	Q6IB91
PCK2	Q712L8
PCSK9	A0A669KAY4
PCSK9	A0A669KB81
PCSK9	A0A669KBG0
PCSK9	Q8NBP7
PDCD11	A0A3B3IUD7
PDCD11	Q14690
PDCD11	S4R3Q4
PDE3B	A7E2E5
PDE3B	Q13370
PFKM	A0A024R0Y5
PFKM	A0A0S2Z4A1
PFKM	A0A0S2Z4A8
PFKM	A0A0S2Z4I1
PFKM	A0A2R8Y891
PFKM	F8VNZ1
PFKM	F8VP00
PFKM	F8VSF5
PFKM	F8VSF7
PFKM	F8VTQ3
PFKM	F8VTT5
PFKM	F8VUB8
PFKM	F8VVE3
PFKM	F8VW30
PFKM	F8VX13
PFKM	F8VYK8
PFKM	F8VZ53
PFKM	F8VZI0
PFKM	F8VZQ1
PFKM	H0YHB8
PFKM	P08237
PFKM	P78457
PFKM	Q7KYX9
PFKM	Q96I60
PGAM1	P18669
PGAM1	Q0D2Q6
PGAM1	Q6FHK8
PGAM1	Q6FHU2
PGAM1	Q6P6D7
PGBD1	Q96JS3
PHKG2	A0A024QZE8
PHKG2	H3BN16
PHKG2	H3BP07
PHKG2	H3BTI9
PHKG2	H3BTW6
PHKG2	J3KNN3
PHKG2	P15735
PICALM	A0A024R5L7
PICALM	A0A024R5P1
PICALM	B5BU72
PICALM	E9PI56
PICALM	E9PJT1
PICALM	E9PK13
PICALM	E9PKP6
PICALM	E9PLJ8
PICALM	H0YCY1
PICALM	H0YD48
PICALM	H0YE97
PICALM	H0YEF7
PICALM	H0YEH1
PICALM	H0YEY8
PICALM	L8ECD8
PICALM	Q13492
PIK3R1	A0A1D8GZE1
PIK3R1	A0A2X0SFG1
PIK3R1	E5RGI8
PIK3R1	E5RHI0
PIK3R1	E5RJY0
PIK3R1	E5RK66
PIK3R1	H0YB27
PIK3R1	H0YBC2
PIK3R1	J7GU64
PIK3R1	J7GXU7
PIK3R1	P27986
PIN1	K7EMU7
PIN1	K7EN45
PIN1	K7EP26
PIN1	Q13526
PIN1	Q49AR7
PIN1	Q8NFL2
PITRM1	A0A0A0MRX9
PITRM1	B1APQ0
PITRM1	B1APQ1
PITRM1	H0Y4F7
PITRM1	H0Y7L7
PITRM1	Q5JRX3
PLA2G1B	F8W062
PLA2G1B	P04054
PLA2G1B	Q9BS22
PLAT	B4DN26
PLAT	B4DNJ1
PLAT	B8ZX62
PLAT	E5RGA1
PLAT	E5RHG4
PLAT	E7ESF4
PLAT	H0YBH9
PLAT	P00750
PLAU	A0A024QZM9
PLAU	E7ET40
PLAU	P00749
PLAU	Q9UEJ5
PLAU	S4R3G7
PLCE1	A0A6Q8PFG0
PLCE1	A0A6Q8PGT4
PLCE1	A0A6Q8PH04
PLCE1	A0A6Q8PHN3
PLCE1	A0A6Q8PHP9
PLCE1	B7ZM61
PLCE1	L8EAV1
PLCE1	Q9P212
PLCG1	A0A0D9SEK2
PLCG1	M0QX77
PLCG1	P19174
PLCG1	V9GY63
PLCG1	V9GY71
PLCG1	V9GYH5
PLG	A0A0F7G8J1
PLG	A6PVI2
PLG	P00747
PLG	Q5TEH5
PLG	Q9UMI2
PMVK	Q15126
PMVK	Q6FGV9
PNLIPRP1	E7EX42
PNLIPRP1	E9PJC9
PNLIPRP1	E9PMA6
PNLIPRP1	E9PMX6
PNLIPRP1	E9PR20
PNLIPRP1	E9PRT6
PNLIPRP1	H0YDY1
PNLIPRP1	P54315
PNMT	A8MT87
PNMT	J3QRI3
PNMT	P11086
PNMT	Q6FHD9
PNMT	Q9UBM1
POMT1	A0A1L6C7Q4
POMT1	A0A1V1FTP4
POMT1	Q5JSZ6
POMT1	Q5JT02
POMT1	Q5JT03
POMT1	Q5JT04
POMT1	Q5JT05
POMT1	Q5JT07
POMT1	Q9Y6A1
POMT2	A0A0J9YVW4
POMT2	G3V4X9
POMT2	H0YJA9
POMT2	H0YJJ4
POMT2	H0YJK9
POMT2	H0YJQ7
POMT2	Q9UKY4
PON1	F8WF42
PON1	P27169
PON1	Q96P89
PON1	Q96P90
PON1	Q96P91
PON2	A0A0J9YVW3
PON2	A0A0J9YXF2
PON2	A0A0J9YXM1
PON2	A0A0J9YXU7
PON2	A0A0J9YYF0
PON2	A0A0J9YYF3
PON2	A0A0J9YYJ1
PON2	A0A2Q2SAK4
PON2	G3XAK4
PON2	Q15165
PON2	Q6PJZ2
PON3	C9JZ99
PON3	F2Z2L3
PON3	F8WBV4
PON3	F8WD41
PON3	Q15166
POU2F1	A0A024R8Y2
POU2F1	A0A0A0MSV5
POU2F1	A0A0A0MT46
POU2F1	A0A0C4DG88
POU2F1	A0A0P0GE07
POU2F1	A0A345S7Y2
POU2F1	P14859
POU2F1	Q16075
PPARA	B0QYX1
PPARA	B0QYX2
PPARA	F1D8S4
PPARA	L8E859
PPARA	Q07869
PPARA	Q86SF0
PPARD	A0A024RCW6
PPARD	F1D8S7
PPARD	L8EBG7
PPARD	Q03181
PPARG	A0A0S2Z4K5
PPARG	A0A3P3ZKM0
PPARG	A0A494C012
PPARG	A0A494C0D9
PPARG	A0A494C0T3
PPARG	A0A494C1F9
PPARG	A0A499FIV4
PPARG	B6ZGS2
PPARG	D2KUA6
PPARG	E7EU07
PPARG	E7EUD1
PPARG	E9PFV2
PPARG	E9PFV3
PPARG	E9PFX5
PPARG	P37231
PPARG	Q4W4C6
PPARG	Q4W4C7
PPARG	Q53EW1
PPARG	Q6L9M1
PPARG	Q86WD1
PPARGC1A	A0A024R9Q9
PPARGC1A	A0A087WTJ3
PPARGC1A	A0A087WVW3
PPARGC1A	D6RBF3
PPARGC1A	Q9UBK2
PPIL2	A0A024R1C1
PPIL2	C9JDF0
PPIL2	F8WC56
PPIL2	Q13356
PPM1H	Q9ULR3
PPP1CC	A0A024RBP2
PPP1CC	A0A087WYY5
PPP1CC	F8VR82
PPP1CC	F8VYE8
PPP1CC	F8W0V8
PPP1CC	F8W0W8
PPP1CC	F8W1A0
PPP1CC	P36873
PPP1CC	Q9UPN1
PPP1R10	Q2L6I0
PPP1R10	Q58F28
PPP1R10	Q96QC0
PPP1R3A	C9JZB3
PPP1R3A	Q16821
PPP1R3C	Q9UQK1
PPP2R1A	A8K7B7
PPP2R1A	B3KQV6
PPP2R1A	C9J9C1
PPP2R1A	E9PH38
PPP2R1A	M0QXG4
PPP2R1A	M0R0K6
PPP2R1A	P30153
PPP2R2B	D6RB57
PPP2R2B	D6RF04
PPP2R2B	D6RGF9
PPP2R2B	E5RFC4
PPP2R2B	E9PCT7
PPP2R2B	H0YA16
PPP2R2B	Q00005
PPP2R2B	Q9NS07
PPP3CB	P16298
PPP3CB	Q5F2F8
PPP3CB	Q5F2G0
PRDX6	P30041
PRDX6	V9HWC7
PRG1	A0A024QZL1
PRG1	P10124
PRG1	P46695
PRG1	Q0EFC0
PRG1	Q5ST77
PRG1	Q7Z2D5
PRKAA1	Q13131
PRKAA1	Q96E92
PRKAB2	O43741
PRKAB2	X5D2S2
PRKAB2	X5D2Z8
PRKAB2	X5D9J1
PRND	A7U7M2
PRND	Q27H88
PRND	Q9UKY0
PRNP	A0A6J4EE43
PRNP	A1YVW6
PRNP	A2A2V1
PRNP	B2NI04
PRNP	B2NI05
PRNP	D4P3Q7
PRNP	F7VJQ1
PRNP	K0P2W7
PRNP	O75942
PRNP	P04156
PRNP	Q16409
PRNP	Q53YK7
PRNP	Q540C4
PRNP	Q6FGN5
PRNP	Q6FGR8
PRNP	Q6SES1
PRNP	Q7KYY8
PRNP	Q86XR1
PRNP	X6RKS3
PRSS11	Q92743
PRSS7	P98073
PRSS7	Q9NR95
PRUNE2	A0A088AWP5
PRUNE2	A0A0C4DFM3
PRUNE2	B9EK61
PRUNE2	D6RTK6
PRUNE2	E9PDC2
PRUNE2	G8XWS8
PRUNE2	G8XWS9
PRUNE2	H7BZH9
PRUNE2	L8E865
PRUNE2	Q5JUB8
PRUNE2	Q5JUB9
PRUNE2	Q8WUY3
PRUNE2	X6R9J3
PSAP	A0A024QZQ2
PSAP	A0A0J9YXB8
PSAP	C9JIZ6
PSAP	L8EA14
PSAP	P07602
PSAP	Q5BJH1
PSAP	Q8IWL1
PSAP	Q8IWL2
PSAP	Q9NZJ7
PSEN1	A0A024R6A3
PSEN1	A0A0S2Z484
PSEN1	A0A0S2Z4D2
PSEN1	A0A218KGN3
PSEN1	A0A218KGN4
PSEN1	A0A218KGN7
PSEN1	A0A218KGP0
PSEN1	A0A218KGP1
PSEN1	A0A218KGP3
PSEN1	A0A218KGQ3
PSEN1	A0A218KGQ6
PSEN1	E7ES96
PSEN1	G3V2B1
PSEN1	G3V2G7
PSEN1	G3V3P0
PSEN1	G3V3Z0
PSEN1	G3V449
PSEN1	G3V490
PSEN1	G3V499
PSEN1	G3V4M0
PSEN1	G3V4P4
PSEN1	G3V519
PSEN1	G3V5B1
PSEN1	H0YM52
PSEN1	H0YNU4
PSEN1	P49768
PSEN1	Q6F4C0
PSEN2	A0A218KGQ4
PSEN2	B1AP22
PSEN2	E5RFW4
PSEN2	E5RG63
PSEN2	E5RHT1
PSEN2	E5RJM5
PSEN2	P49810
PSENEN	K7ES79
PSENEN	Q9NZ42
PSMB7	Q5TBG5
PSMB7	Q6IBT1
PSMB7	Q99436
PSMB9	A0A0G2JHI2
PSMB9	A0A0G2JJ13
PSMB9	A0A0G2JJA7
PSMB9	A0A0G2JJQ0
PSMB9	A2ACR0
PSMB9	A2ACR1
PSMB9	P28065
PTEN	A0A024QYR6
PTEN	A0A087X033
PTEN	A0A142FGX1
PTEN	A0A1V0DNR7
PTEN	A0A2P0XNP6
PTEN	A0A2R4SE35
PTEN	A0A386NBZ2
PTEN	A0A386NCS8
PTEN	F6KD01
PTEN	H6WA46
PTEN	H6WA51
PTEN	H6WA52
PTEN	P60484
PTGS2	D9MWI3
PTGS2	P35354
PTGS2	Q6ZYK7
PTGS2	Q9NNY7
PTPLA	B0YJ81
PTPLA	B0YJ83
PVRL2	Q7Z456
PVRL2	Q7Z457
PVRL2	Q7Z458
PVRL2	Q92692
PYY	P10082
PZP	F5GXY0
PZP	L8EC98
PZP	P20742
RASSF4	Q5T737
RASSF4	Q5T739
RASSF4	Q8WYP3
RASSF4	Q9H2L5
RASSF4	R4GNA4
RASSF4	V9GYK1
RELN	H7C2B0
RELN	J3KQ66
RELN	L8E7R1
RELN	P78509
RELN	Q75MM8
REN	A0A1B0GUZ2
REN	P00797
REN	Q693B1
RFC1	A0A1W2PP02
RFC1	D6RAD2
RFC1	E0CX09
RFC1	H0Y8U4
RFC1	H0Y9P8
RFC1	P35251
FLOT1,RFC1	P41440
RFTN1	C9JHG2
RFTN1	C9JRN3
RFTN1	C9JWQ9
RFTN1	F8WAR1
RFTN1	G3XAJ6
RFTN1	Q14699
RFTN1	Q8N5I0
RFTN1	Q9BRA3
RFTN1	U3KPZ2
RGS4	A0A024R909
RGS4	E9PR32
RGS4	E9PS05
RGS4	P49798
RGS6	A0A087WTW9
RGS6	A0A0A0MRA9
RGS6	A0A2R8Y8A2
RGS6	B7Z2N1
RGS6	B7Z7N5
RGS6	P49758
RGS6	Q2M3K2
RPS15	A0A0B4J2B4
RPS15	A0A1Y8EIB3
RPS15	K7EJ78
RPS15	K7ELC2
RPS15	K7EM56
RPS15	K7EQJ5
RPS15	P62841
RPS15	S4R417
RPS15	S4R456
RPS6KA2	B7Z3B5
RPS6KA2	D6R910
RPS6KA2	D6RA62
RPS6KA2	D6RD75
RPS6KA2	D6RE03
RPS6KA2	D6RHW7
RPS6KA2	F2Z2J1
RPS6KA2	Q15349
RPS6KA2	X5D337
RPS6KA2	X5DNZ1
RPS6KA2	X5DPB4
RTN3	A0A024R5C4
RTN3	B7Z4M1
RTN3	F5GWG7
RTN3	F5H617
RTN3	F5H891
RTN3	O95197
RTN3	Q7RTN4
RUNX1	A0A023PPR2
RUNX1	A0A0C4DG58
RUNX1	A0A6M6RJQ2
RUNX1	A0A7D4XPZ8
RUNX1	A8MZI9
RUNX1	C9JWM1
RUNX1	H9KVB1
RUNX1	Q01196
RUNX1	Q2TAM6
RUNX1	U5P039
RUNX1	V9GYT3
RUNX1	V9GYT5
RUNX1	X5C3Z9
RUNX1	X5C404
RUNX1	X5C9T0
RUNX1	X5C9T4
RUNX1	X5CC24
RUNX1	X5CC30
RUNX1	X5CR08
RUNX1	X5CR12
RUNX1	X5CR15
RUNX1	X5CT67
RUNX1	X5CT71
RXRA	A0A3B3IS44
RXRA	A0A5F9ZHH6
RXRA	F1D8Q5
RXRA	P19793
RXRA	Q6P3U7
RXRB	A0A0G2JHI1
RXRB	A0A0G2JKR7
RXRB	A0A0S2Z4M5
RXRB	A0A0S2Z4N9
RXRB	A0A0S2Z570
RXRB	E9PK75
RXRB	J3JS70
RXRB	J3JS71
RXRB	P28702
RXRB	Q5STP9
RXRG	A0A087WZ88
RXRG	F1D8Q7
RXRG	F1T097
RXRG	P48443
S100B	A0A0S2Z4C5
S100B	A8MRB1
S100B	P04271
SAMSN1	A0A2R8Y4K8
SAMSN1	Q9NSI8
SAMSN1	S6FRS6
SAMSN1	S6G0C9
SAMSN1	S6G369
SAR1A	H0Y5E8
SAR1A	Q5SQT8
SAR1A	Q5SQT9
SAR1A	Q9NR31
SAR1A	X1WI22
SCARB1	A0A024RBS4
SCARB1	A0A0S2Z3I2
SCARB1	A0A0S2Z3N2
SCARB1	B7ZKQ9
SCARB1	F5H4X0
SCARB1	F5H5E8
SCARB1	Q8WTV0
SCD	O00767
SEC24C	A0A024QZM6
SEC24C	A0A0U1RR49
SEC24C	A0A0U1RR58
SEC24C	G5EA31
SEC24C	P53992
SEL1L	G3V3B3
SEL1L	L8E9A3
SEL1L	Q12916
SEL1L	Q3ZCU6
SEL1L	Q9UBV2
SEMA4D	A0A0C4DG45
SEMA4D	C9JD54
SEMA4D	C9JFP1
SEMA4D	C9JYS7
SEMA4D	E9PFD9
SEMA4D	F5H044
SEMA4D	Q92854
SEPT3	A8K1X2
SEPT3	Q9UH03
SERPINA1	A0A024R6I7
SERPINA1	A0A0B4J278
SERPINA1	A0A0G2JRN3
SERPINA1	A0A0S2Z465
SERPINA1	A0A1L7B5J3
SERPINA1	E9KL23
SERPINA1	G3V2B9
SERPINA1	G3V387
SERPINA1	G3V4I7
SERPINA1	G3V544
SERPINA1	G3V5R8
SERPINA1	P01009
SERPINA3	A0A024R6P0
SERPINA3	A0A087WY93
SERPINA3	G3V3A0
SERPINA3	G3V595
SERPINA3	P01011
SERPINE1	A0A024QYT5
SERPINE1	P05121
SERPINF2	A0A0G2JPA8
SERPINF2	A0A0J9YWQ3
SERPINF2	A0A0J9YY65
SERPINF2	A0A3G2WJ85
SERPINF2	C9JMH6
SERPINF2	C9JPV4
SERPINF2	P08697
SFRP5	Q5T4F7
SGPL1	H0Y3V8
SGPL1	H7BXL7
SGPL1	O95470
SGPP1	Q9BX95
SH3PXD2A	H0Y507
SH3PXD2A	Q5TCZ1
SIRT1	A0A024QZQ1
SIRT1	B0QZ35
SIRT1	E9PC49
SIRT1	I1Y8W7
SIRT1	Q96EB6
SLC11A1	A0A087X181
SLC11A1	A0A087X2D6
SLC11A1	A0A0A0MTL3
SLC11A1	A0A0M3PPS2
SLC11A1	A0A0M4AZU7
SLC11A1	P49279
SLC11A1	Q8NDV6
SLC11A1	Q9HBK0
SLC11A2	A0A0A1E835
SLC11A2	A0A0A1EL53
SLC11A2	A0A0H3W5I8
SLC11A2	A0A0H3W5U4
